"Month","Division","Car Class","Total Miles","Number of Failures","Number of Cars","MDBF","12-Month Average MDBF"
"2016-02-01","A","R142A","919,037","17","265","54061.0","45,570"
"2016-02-01","B","R143","900,498","15","212","60033.0","65,164"
"2016-02-01","B","R160","8,224,846","36","1,662","228468.0","345,587"
"2016-02-01","A","R188-CONVERSION","1,097,978","9","298","121998.0","109,341"
"2016-02-01","A","R188-NEW","354,632","3","118","118211.0","335,134"
"2016-02-01","B","R32","732,018","0","251",,
"2016-02-01","B","R42","114,532","0","50",,
"2016-02-01","B","R46","3,146,142","39","752","80670.0","102,189"
"2016-02-01","A","R62","1,336,170","8","315","167021.0","190,051"
"2016-02-01","A","R62A","3,152,899","35","824","90083.0","94,755"
"2016-02-01","B","R68","1,885,190","31","425","60813.0","122,175"
"2016-02-01","B","R68A","600,280","6","200","100047.0","123,454"
"2016-01-01","A","R142","4,834,490","37","1,030","130662.0","151,813"
"2016-01-01","A","R142A","958,708","21","275","45653.0","45,396"
"2016-01-01","B","R143","1,010,780","15","212","67385.0","67,420"
"2016-01-01","B","R160","8,408,991","22","1,662","382227.0","360,119"
"2016-01-01","A","R188-CONVERSION","1,044,815","9","297","116091.0","102,096"
"2016-01-01","A","R188-NEW","423,945","1","118","423945.0","316,681"
"2016-01-01","B","R32","708,300","0","251",,
"2016-01-01","B","R42","116,764","0","50",,
"2016-01-01","B","R46","3,303,352","40","752","82584.0","101,066"
"2016-01-01","A","R62","1,434,405","8","315","179301.0","184,642"
"2016-01-01","A","R62A","3,327,146","41","824","81150.0","94,337"
"2016-01-01","B","R68","2,016,176","10","425","201618.0","133,169"
"2016-01-01","B","R68A","522,997","6","200","87166.0","121,813"
"2015-12-01","A","R142","5,216,675","34","1,030","153432.0","156,831"
"2015-12-01","A","R142A","1,104,587","29","275","38089.0","45,318"
"2015-12-01","B","R143","958,476","13","212","73729.0","66,835"
"2015-12-01","B","R160","9,028,598","24","1,662","376192.0","365,268"
"2015-12-01","A","R188-CONVERSION","1,108,091","4","278","277023.0","101,271"
"2015-12-01","A","R188-NEW","477,937","0","116",,"316,390"
"2015-12-01","B","R32","778,742","0","251",,
"2015-12-01","B","R42","142,274","0","50",,
"2015-12-01","B","R46","3,516,256","41","752","85762.0","102,470"
"2015-12-01","A","R62","1,455,015","6","315","242503.0","189,962"
"2015-12-01","A","R62A","3,474,498","39","824","89090.0","97,719"
"2015-12-01","B","R68","2,075,622","19","425","109243.0","128,820"
"2015-12-01","B","R68A","623,904","7","200","89129.0","124,363"
"2015-11-01","A","R142","4,748,563","47","1,030","101033.0","155,927"
"2015-11-01","A","R142A","1,097,536","29","285","37846.0","47,715"
"2015-11-01","B","R143","847,592","5","212","169518.0","67,467"
"2015-11-01","B","R160","8,583,124","22","1,662","390142.0","373,653"
"2015-11-01","A","R188-CONVERSION","870,705","9","266","96745.0","90,645"
"2015-11-01","A","R188-NEW","433,741","1","115","433741.0","296,908"
"2015-11-01","B","R32","787,213","0","251",,
"2015-11-01","B","R42","149,514","0","50",,
"2015-11-01","B","R46","3,203,596","35","752","91531.0","106,219"
"2015-11-01","A","R62","1,354,410","8","315","169301.0","199,257"
"2015-11-01","A","R62A","3,246,884","31","824","104738.0","97,622"
"2015-11-01","B","R68","2,038,571","12","425","169881.0","129,256"
"2015-11-01","B","R68A","580,284","5","200","116057.0","131,387"
"2015-10-01","A","R142","5,061,863","34","1,030","148878.0","160,991"
"2015-10-01","A","R142A","1,247,866","24","305","51994.0","48,732"
"2015-10-01","B","R143","876,252","16","212","54766.0","66,012"
"2015-10-01","B","R160","9,158,453","30","1,662","305282.0","370,544"
"2015-10-01","A","R188-CONVERSION","960,989","10","256","96099.0","88,277"
"2015-10-01","A","R188-NEW","472,554","0","114",,"291,642"
"2015-10-01","B","R32","767,070","0","251",,
"2015-10-01","B","R42","171,590","0","50",,
"2015-10-01","B","R46","3,276,636","24","752","136527.0","108,640"
"2015-10-01","A","R62","1,426,359","9","315","158484.0","196,022"
"2015-10-01","A","R62A","3,286,402","42","824","78248.0","97,423"
"2015-10-01","B","R68","2,098,575","21","425","99932.0","129,961"
"2015-10-01","B","R68A","621,468","1","200","621468.0","118,132"
"2015-09-01","A","R142","4,779,275","32","1,030","149352.0","162,277"
"2015-09-01","A","R142A","1,175,340","23","335","51102.0","50,068"
"2015-09-01","B","R143","953,300","17","212","56076.0","69,332"
"2015-09-01","B","R160","8,848,391","34","1,662","260247.0","378,664"
"2015-09-01","A","R188-CONVERSION","827,885","6","228","137981.0","87,962"
"2015-09-01","A","R188-NEW","419,254","0","111",,"287,303"
"2015-09-01","B","R32","713,859","0","251",,
"2015-09-01","B","R42","108,240","0","50",,
"2015-09-01","B","R46","3,159,576","36","752","87766.0","105,692"
"2015-09-01","A","R62","1,397,105","7","315","199586.0","191,903"
"2015-09-01","A","R62A","3,226,199","40","824","80655.0","102,412"
"2015-09-01","B","R68","2,015,504","14","425","143965.0","134,565"
"2015-09-01","B","R68A","582,679","5","200","116536.0","101,108"
"2015-08-01","A","R142","4,968,785","25","1,030","198751.0","160,235"
"2015-08-01","A","R142A","1,121,226","28","350","40044.0","51,744"
"2015-08-01","B","R143","940,992","16","212","58812.0","72,972"
"2015-08-01","B","R160","8,948,024","21","1,662","426096.0","386,680"
"2015-08-01","A","R188-CONVERSION","775,526","3","218","258509.0","84,451"
"2015-08-01","A","R188-NEW","441,961","1","110","441961.0","271,511"
"2015-08-01","B","R32","712,989","0","251",,
"2015-08-01","B","R42","137,654","0","50",,
"2015-08-01","B","R46","3,298,696","36","752","91630.0","106,198"
"2015-08-01","A","R62","1,292,665","7","315","184666.0","196,481"
"2015-08-01","A","R62A","3,246,562","39","824","83245.0","108,329"
"2015-08-01","B","R68","2,047,035","15","425","136469.0","136,044"
"2015-08-01","B","R68A","602,020","2","200","301010.0","101,104"
"2015-07-01","A","R142","4,853,884","29","1,030","167375.0","158,545"
"2015-07-01","A","R142A","1,173,979","37","350","31729.0","55,172"
"2015-07-01","B","R143","983,836","22","212","44720.0","76,204"
"2015-07-01","B","R160","9,088,630","25","1,662","363545.0","381,840"
"2015-07-01","A","R188-CONVERSION","734,743","10","197","73474.0","76,728"
"2015-07-01","A","R188-NEW","491,027","2","108","245514.0","264,774"
"2015-07-01","B","R32","678,156","0","251",,
"2015-07-01","B","R42","125,216","0","50",,
"2015-07-01","B","R46","3,331,060","38","752","87659.0","101,557"
"2015-07-01","A","R62","1,409,870","4","315","352468.0","202,707"
"2015-07-01","A","R62A","3,358,287","44","824","76325.0","112,581"
"2015-07-01","B","R68","2,101,911","16","425","131369.0","142,420"
"2015-07-01","B","R68A","637,410","7","200","91059.0","87,262"
"2015-06-01","A","R142","4,877,288","31","1,030","157332.0","153,037"
"2015-06-01","A","R142A","1,160,725","22","375","52760.0","58,303"
"2015-06-01","B","R143","875,446","16","212","54715.0","83,243"
"2015-06-01","B","R160","8,726,314","28","1,662","311654.0","389,133"
"2015-06-01","A","R188-CONVERSION","629,285","12","187","52440.0","78,974"
"2015-06-01","A","R188-NEW","499,059","1","107","499059.0","270,902"
"2015-06-01","B","R32","768,012","0","251",,
"2015-06-01","B","R42","173,442","0","50",,
"2015-06-01","B","R46","3,356,028","33","752","101698.0","101,013"
"2015-06-01","A","R62","1,355,470","3","315","451823.0","200,701"
"2015-06-01","A","R62A","3,226,641","20","824","161332.0","118,541"
"2015-06-01","B","R68","1,995,307","15","425","133020.0","145,127"
"2015-06-01","B","R68A","637,416","3","200","212472.0","85,472"
"2015-05-01","A","R142","4,845,394","32","1,030","151419.0","155,307"
"2015-05-01","A","R142A","1,249,781","26","390","48069.0","58,963"
"2015-05-01","B","R143","806,392","10","212","80639.0","89,141"
"2015-05-01","B","R160","8,699,523","18","1,662","483307.0","397,363"
"2015-05-01","A","R188-CONVERSION","641,106","8","169","80138.0","87,882"
"2015-05-01","A","R188-NEW","476,065","4","105","119016.0","275,516"
"2015-05-01","B","R32","815,183","0","251",,
"2015-05-01","B","R42","101,298","0","50",,
"2015-05-01","B","R46","3,295,426","14","752","235388.0","96,694"
"2015-05-01","A","R62","1,429,779","6","315","238297.0","184,716"
"2015-05-01","A","R62A","3,080,235","26","824","118471.0","115,029"
"2015-05-01","B","R68","2,025,934","15","425","135062.0","149,886"
"2015-05-01","B","R68A","564,144","3","200","188048.0","80,592"
"2015-04-01","A","R142","4,891,248","33","1,030","148220.0","155,331"
"2015-04-01","A","R142A","1,292,274","24","390","53845.0","58,970"
"2015-04-01","B","R143","781,936","10","212","78194.0","91,540"
"2015-04-01","B","R160","8,866,847","26","1,662","341033.0","377,859"
"2015-04-01","A","R188-CONVERSION","570,640","3","160","190213.0","89,890"
"2015-04-01","A","R188-NEW","449,038","2","104","224519.0","333,707"
"2015-04-01","B","R32","816,473","0","251",,
"2015-04-01","B","R42","77,796","0","50",,
"2015-04-01","B","R46","3,308,108","24","752","137838.0","91,336"
"2015-04-01","A","R62","1,423,470","12","315","118623.0","180,525"
"2015-04-01","A","R62A","3,280,564","21","824","156217.0","115,613"
"2015-04-01","B","R68","2,046,799","17","425","120400.0","150,201"
"2015-04-01","B","R68A","602,924","5","200","120585.0","78,650"
"2015-03-01","A","R142","4,912,668","24","1,030","204695.0","159,513"
"2015-03-01","A","R142A","1,352,238","24","404","56343.0","56,439"
"2015-03-01","B","R143","881,775","11","212","80161.0","91,156"
"2015-03-01","B","R160","9,167,874","20","1,662","458394.0","373,403"
"2015-03-01","A","R188-CONVERSION","469,580","6","150","78263.0","79,858"
"2015-03-01","A","R188-NEW","422,938","1","103","422938.0","364,129"
"2015-03-01","B","R32","821,406","0","251",,
"2015-03-01","B","R42","99,692","0","50",,
"2015-03-01","B","R46","3,352,184","27","752","124155.0","88,545"
"2015-03-01","A","R62","1,409,790","10","315","140979.0","201,852"
"2015-03-01","A","R62A","3,132,858","34","824","92143.0","115,312"
"2015-03-01","B","R68","2,088,294","15","425","139220.0","152,140"
"2015-03-01","B","R68A","584,792","8","200","73099.0","81,172"
"2015-02-01","A","R142","4,306,229","26","1,030","165624.0","151,905"
"2015-02-01","A","R142A","1,274,681","26","419","49026.0","54,197"
"2015-02-01","B","R143","735,656","7","212","105094.0","93,211"
"2015-02-01","B","R160","7,990,169","23","1,662","347399.0","375,315"
"2015-02-01","A","R188-CONVERSION","351,070","8","130","43884.0","80,256"
"2015-02-01","A","R188-NEW","376,052","4","101","94013.0","366,295"
"2015-02-01","B","R32","758,072","0","251",,
"2015-02-01","B","R42","96,348","0","50",,
"2015-02-01","B","R46","3,014,775","42","752","71780.0","89,093"
"2015-02-01","A","R62","1,229,475","10","315","122948.0","207,456"
"2015-02-01","A","R62A","2,980,597","35","824","85160.0","117,791"
"2015-02-01","B","R68","1,953,396","15","425","130226.0","155,772"
"2015-02-01","B","R68A","505,127","6","200","84188.0","85,176"
"2015-01-01","A","R142","4,879,280","25","1,030","195171.0","146,801"
"2015-01-01","A","R142A","1,387,384","31","434","44754.0","54,951"
"2015-01-01","B","R143","918,319","15","212","61221.0","87,881"
"2015-01-01","B","R160","8,821,723","19","1,662","464301.0","375,349"
"2015-01-01","A","R188-CONVERSION","364,600","3","120","121533.0","98,442"
"2015-01-01","A","R188-NEW","419,007","1","100","419007.0","549,961"
"2015-01-01","B","R32","793,435","0","251",,
"2015-01-01","B","R42","94,510","0","50",,
"2015-01-01","B","R46","3,235,949","34","752","95175.0","91,397"
"2015-01-01","A","R62","1,343,249","5","315","268650.0","215,549"
"2015-01-01","A","R62A","3,157,060","25","824","126282.0","121,234"
"2015-01-01","B","R68","2,117,691","17","425","124570.0","156,180"
"2015-01-01","B","R68A","546,500","5","200","109300.0","86,098"
