"Month","Division","Car Class","Total Miles","Number of Failures","Number of Cars","MDBF","12-Month Average MDBF"
"2023-12-01","A","R188-CONVERSION","1,363,809","7","380","194830.0","248,314"
"2023-12-01","A","R188-NEW","456,702","1","126","456702.0","367,626"
"2023-12-01","B","R46","3,568,453","69","746","51717.0","44,494"
"2023-12-01","A","R62","1,334,135","8","315","166767.0","164,287"
"2023-12-01","A","R62A","3,617,035","35","824","103344.0","118,118"
"2023-12-01","B","R68","1,944,897","18","425","108050.0","119,487"
"2023-12-01","B","R68A","785,288","9","200","87254.0","66,157"
"2023-11-01","A","R142","4,751,593","37","1,025","128421.0","174,174"
"2023-11-01","A","R142A","1,003,210","2","220","501605.0","174,017"
"2023-11-01","B","R143","911,267","2","212","455634.0","290,918"
"2023-11-01","B","R160","7,184,290","25","1,662","287372.0","254,590"
"2023-11-01","B","R179","1,243,455","3","318","414485.0","232,927"
"2023-11-01","A","R188-CONVERSION","1,313,599","4","380","328400.0","235,608"
"2023-11-01","A","R188-NEW","455,447","1","126","455447.0","326,306"
"2023-11-01","B","R46","3,516,154","84","746","41859.0","43,538"
"2023-11-01","A","R62","1,286,214","5","315","257243.0","160,252"
"2023-11-01","A","R62A","3,568,563","41","824","87038.0","120,067"
"2023-11-01","B","R68","2,033,122","18","425","112951.0","119,720"
"2023-11-01","B","R68A","761,188","11","200","69199.0","66,936"
"2023-10-01","A","R142","4,641,970","21","1,025","221046.0","176,533"
"2023-10-01","A","R142A","1,025,460","8","220","128183.0","166,998"
"2023-10-01","B","R143","930,080","1","212","930080.0","280,890"
"2023-10-01","B","R160","7,398,912","35","1,662","211397.0","252,861"
"2023-10-01","B","R179","1,342,219","4","318","335555.0","239,811"
"2023-10-01","A","R188-CONVERSION","1,337,810","9","380","148646.0","232,796"
"2023-10-01","A","R188-NEW","460,970","4","126","115243.0","307,336"
"2023-10-01","B","R46","3,604,504","87","746","41431.0","44,206"
"2023-10-01","A","R62","1,394,205","5","315","278841.0","156,969"
"2023-10-01","A","R62A","3,693,120","35","824","105518.0","123,915"
"2023-10-01","B","R68","2,036,031","16","425","127252.0","123,488"
"2023-10-01","B","R68A","801,256","9","200","89028.0","68,150"
"2023-09-01","A","R142","4,893,219","20","1,025","244661.0","176,435"
"2023-09-01","A","R142A","1,002,490","9","220","111388.0","156,465"
"2023-09-01","B","R143","892,247","2","212","446124.0","273,342"
"2023-09-01","B","R160","7,258,600","22","1,662","329936.0","259,278"
"2023-09-01","B","R179","1,401,272","6","318","233545.0","242,586"
"2023-09-01","A","R188-CONVERSION","1,437,333","7","380","205333.0","247,724"
"2023-09-01","A","R188-NEW","529,633","1","126","529633.0","325,779"
"2023-09-01","B","R46","3,392,788","94","746","36093.0","44,903"
"2023-09-01","A","R62","1,388,597","9","315","154289.0","153,036"
"2023-09-01","A","R62A","3,694,056","29","824","127381.0","124,866"
"2023-09-01","B","R68","2,068,660","13","425","159128.0","121,524"
"2023-09-01","B","R68A","789,698","11","200","71791.0","68,806"
"2023-08-01","A","R142","4,885,230","17","1,025","287366.0","174,166"
"2023-08-01","A","R142A","1,006,505","7","220","143786.0","170,308"
"2023-08-01","B","R143","862,140","5","212","172428.0","273,150"
"2023-08-01","B","R160","7,540,112","31","1,662","243229.0","264,424"
"2023-08-01","B","R179","1,504,385","7","318","214912.0","240,914"
"2023-08-01","A","R188-CONVERSION","1,451,650","9","380","161294.0","251,091"
"2023-08-01","A","R188-NEW","469,319","1","126","469319.0","306,096"
"2023-08-01","B","R46","3,853,769","100","746","38538.0","45,878"
"2023-08-01","A","R62","1,356,400","12","315","113033.0","150,103"
"2023-08-01","A","R62A","3,783,902","28","824","135139.0","121,153"
"2023-08-01","B","R68","1,950,189","24","425","81258.0","120,064"
"2023-08-01","B","R68A","870,024","13","200","66925.0","71,221"
"2023-07-01","A","R142","4,671,924","30","1,025","155731.0","171,845"
"2023-07-01","A","R142A","947,910","8","220","118489.0","175,209"
"2023-07-01","B","R143","876,816","7","212","125259.0","272,352"
"2023-07-01","B","R160","7,298,526","32","1,662","228079.0","271,770"
"2023-07-01","B","R179","1,490,583","12","318","124215.0","252,966"
"2023-07-01","A","R188-CONVERSION","1,418,431","7","380","202633.0","237,411"
"2023-07-01","A","R188-NEW","461,423","2","126","230712.0","307,382"
"2023-07-01","B","R46","3,748,500","93","746","40306.0","46,963"
"2023-07-01","A","R62","1,379,550","11","315","125414.0","149,360"
"2023-07-01","A","R62A","3,567,670","32","824","111490.0","119,681"
"2023-07-01","B","R68","1,929,036","17","425","113473.0","124,257"
"2023-07-01","B","R68A","783,315","11","200","71210.0","76,246"
"2023-06-01","A","R142","4,764,854","23","1,025","207168.0","176,197"
"2023-06-01","A","R142A","1,000,400","5","220","200080.0","179,651"
"2023-06-01","B","R143","926,360","2","212","463180.0","259,969"
"2023-06-01","B","R160","7,284,907","21","1,662","346900.0","282,785"
"2023-06-01","B","R179","1,454,275","12","318","121190.0","284,998"
"2023-06-01","A","R188-CONVERSION","1,404,905","1","380","1404905.0","244,783"
"2023-06-01","A","R188-NEW","478,996","0","126",,"324,265"
"2023-06-01","B","R46","3,801,181","102","746","37266.0","47,251"
"2023-06-01","A","R62","1,411,844","10","315","141184.0","150,198"
"2023-06-01","A","R62A","3,639,947","27","824","134813.0","122,501"
"2023-06-01","B","R68","1,965,250","17","425","115603.0","125,717"
"2023-06-01","B","R68A","832,852","7","200","118979.0","81,431"
"2023-05-01","A","R142","4,896,124","31","1,025","157939.0","175,589"
"2023-05-01","A","R142A","1,060,605","8","220","132576.0","181,773"
"2023-05-01","B","R143","964,116","1","212","964116.0","223,013"
"2023-05-01","B","R160","7,500,608","29","1,662","258642.0","277,168"
"2023-05-01","B","R179","1,528,949","5","318","305790.0","326,620"
"2023-05-01","A","R188-CONVERSION","1,503,030","5","380","300606.0","241,158"
"2023-05-01","A","R188-NEW","436,627","1","126","436627.0","321,929"
"2023-05-01","B","R46","3,897,428","73","746","53389.0","49,257"
"2023-05-01","A","R62","1,339,739","7","315","191391.0","148,666"
"2023-05-01","A","R62A","3,713,077","38","824","97713.0","126,513"
"2023-05-01","B","R68","2,063,229","15","425","137549.0","124,843"
"2023-05-01","B","R68A","753,592","17","200","44329.0","84,158"
"2023-04-01","A","R142","4,561,243","31","1,025","147137.0","181,430"
"2023-04-01","A","R142A","982,875","7","220","140411.0","183,334"
"2023-04-01","B","R143","864,332","4","212","216083.0","207,917"
"2023-04-01","B","R160","7,235,980","32","1,662","226124.0","277,412"
"2023-04-01","B","R179","1,467,458","5","318","293492.0","326,486"
"2023-04-01","A","R188-CONVERSION","1,370,169","6","380","228362.0","226,244"
"2023-04-01","A","R188-NEW","458,486","3","126","152829.0","305,499"
"2023-04-01","B","R46","3,716,433","68","746","54653.0","49,668"
"2023-04-01","A","R62","1,277,754","8","315","159719.0","150,786"
"2023-04-01","A","R62A","3,596,275","24","824","149845.0","131,848"
"2023-04-01","B","R68","1,963,709","16","425","122732.0","125,785"
"2023-04-01","B","R68A","705,548","10","200","70555.0","92,420"
"2023-03-01","A","R142","4,871,009","24","1,025","202959.0","188,725"
"2023-03-01","A","R142A","1,061,270","3","220","353757.0","192,494"
"2023-03-01","B","R143","871,704","1","212","871704.0","211,893"
"2023-03-01","B","R160","7,630,500","33","1,662","231227.0","281,447"
"2023-03-01","B","R179","1,451,045","6","318","241841.0","326,423"
"2023-03-01","A","R188-CONVERSION","1,411,805","5","380","282361.0","209,605"
"2023-03-01","A","R188-NEW","449,736","0","126",,"320,319"
"2023-03-01","B","R46","4,093,095","83","746","49314.0","49,166"
"2023-03-01","A","R62","1,336,840","6","315","222807.0","146,924"
"2023-03-01","A","R62A","3,916,636","27","824","145061.0","137,109"
"2023-03-01","B","R68","2,110,955","19","425","111103.0","123,305"
"2023-03-01","B","R68A","807,024","19","200","42475.0","96,774"
"2023-02-01","A","R142","8,603,002","64","1,025","134422.0","190,221"
"2023-02-01","A","R142A","928,849","4","220","232212.0","180,827"
"2023-02-01","B","R143","835,700","0","212",,"207,039"
"2023-02-01","B","R160","6,678,614","31","1,662","215439.0","285,652"
"2023-02-01","B","R179","1,335,769","4","318","333942.0","327,118"
"2023-02-01","A","R188-CONVERSION","1,191,735","5","380","238347.0","199,151"
"2023-02-01","A","R188-NEW","379,533","0","126",,"268,978"
"2023-02-01","B","R46","3,609,776","66","746","54694.0","50,004"
"2023-02-01","A","R62","1,147,730","6","315","191288.0","143,874"
"2023-02-01","A","R62A","3,408,180","26","824","131084.0","137,482"
"2023-02-01","B","R68","1,853,514","13","425","142578.0","121,506"
"2023-02-01","B","R68A","698,332","12","200","58194.0","108,003"
"2023-01-01","A","R142","4,907,637","25","1,025","196305.0","203,598"
"2023-01-01","A","R142A","996,532","3","220","332177.0","174,691"
"2023-01-01","B","R143","873,968","7","212","124853.0","182,516"
"2023-01-01","B","R160","7,642,915","35","1,662","218369.0","293,598"
"2023-01-01","B","R179","1,569,812","4","318","392453.0","295,611"
"2023-01-01","A","R188-CONVERSION","1,432,734","2","380","716367.0","187,414"
"2023-01-01","A","R188-NEW","477,524","1","126","477524.0","245,361"
"2023-01-01","B","R46","3,959,039","87","746","45506.0","49,525"
"2023-01-01","A","R62","1,282,859","10","315","128286.0","137,299"
"2023-01-01","A","R62A","3,859,456","31","824","124499.0","140,799"
"2023-01-01","B","R68","2,098,209","15","425","139881.0","124,761"
"2023-01-01","B","R68A","806,112","13","200","62009.0","114,912"
"2022-12-01","A","R142","4,861,405","29","1,025","167635.0","206,264"
"2022-12-01","A","R142A","991,095","5","220","198219.0","159,853"
"2022-12-01","B","R143","955,224","5","212","191045.0","179,232"
"2022-12-01","B","R160","7,434,132","20","1,662","371707.0","300,347"
"2022-12-01","B","R179","1,447,344","6","318","241224.0","274,400"
"2022-12-01","A","R188-CONVERSION","1,454,945","11","380","132268.0","172,852"
"2022-12-01","A","R188-NEW","489,504","3","126","163168.0","205,025"
"2022-12-01","B","R46","3,868,682","98","746","39476.0","50,058"
"2022-12-01","A","R62","1,263,260","10","315","126326.0","140,244"
"2022-12-01","A","R62A","3,743,685","30","824","124790.0","144,445"
"2022-12-01","B","R68","1,991,745","18","425","110653.0","122,490"
"2022-12-01","B","R68A","829,088","8","200","103636.0","125,112"
"2022-11-01","A","R142","4,699,230","32","1,025","146851.0","218,029"
"2022-11-01","A","R142A","1,019,865","5","220","203973.0","163,728"
"2022-11-01","B","R143","821,140","3","212","273713.0","191,025"
"2022-11-01","B","R160","7,344,551","28","1,662","262305.0","297,431"
"2022-11-01","B","R179","1,513,061","2","318","756531.0","278,092"
"2022-11-01","A","R188-CONVERSION","1,346,795","5","380","269359.0","172,768"
"2022-11-01","A","R188-NEW","440,297","2","126","220149.0","180,363"
"2022-11-01","B","R46","3,721,882","73","746","50985.0","52,604"
"2022-11-01","A","R62","1,275,074","7","315","182153.0","141,768"
"2022-11-01","A","R62A","3,745,452","31","824","120821.0","147,684"
"2022-11-01","B","R68","1,926,075","11","425","175098.0","122,330"
"2022-11-01","B","R68A","727,848","8","200","90981.0","127,294"
"2022-10-01","A","R142","4,784,544","22","1,025","217479.0","229,990"
"2022-10-01","A","R142A","1,049,415","13","220","80724.0","159,531"
"2022-10-01","B","R143","916,592","2","212","458296.0","185,077"
"2022-10-01","B","R160","7,304,990","26","1,662","280961.0","299,586"
"2022-10-01","B","R179","1,544,818","4","318","386205.0","265,047"
"2022-10-01","A","R188-CONVERSION","1,421,695","5","380","284339.0","167,936"
"2022-10-01","A","R188-NEW","467,159","3","126","155720.0","176,818"
"2022-10-01","B","R46","3,644,838","72","746","50623.0","53,398"
"2022-10-01","A","R62","1,149,989","6","315","191665.0","141,934"
"2022-10-01","A","R62A","3,783,790","33","824","114660.0","149,425"
"2022-10-01","B","R68","2,019,712","19","425","106301.0","121,184"
"2022-10-01","B","R68A","822,936","8","200","102867.0","138,114"
"2022-09-01","A","R142","4,451,764","22","1,025","202353.0","236,916"
"2022-09-01","A","R142A","1,046,554","3","220","348851.0","164,212"
"2022-09-01","B","R143","884,768","2","212","442384.0","166,868"
"2022-09-01","B","R160","7,157,260","15","1,662","477151.0","297,525"
"2022-09-01","B","R179","1,520,104","7","318","217158.0","263,318"
"2022-09-01","A","R188-CONVERSION","1,415,185","6","380","235864.0","173,908"
"2022-09-01","A","R188-NEW","501,124","2","126","250562.0","186,257"
"2022-09-01","B","R46","3,642,588","78","746","46700.0","53,210"
"2022-09-01","A","R62","1,239,620","10","315","123962.0","140,485"
"2022-09-01","A","R62A","3,704,947","40","824","92624.0","152,967"
"2022-09-01","B","R68","2,021,072","15","425","134738.0","118,826"
"2022-09-01","B","R68A","764,496","6","200","127416.0","148,797"
"2022-08-01","A","R142","4,932,220","22","1,025","224192.0","240,935"
"2022-08-01","A","R142A","1,004,020","5","220","200804.0","155,762"
"2022-08-01","B","R143","830,992","5","212","166198.0","166,514"
"2022-08-01","B","R160","7,268,655","21","1,662","346126.0","284,569"
"2022-08-01","B","R179","1,637,401","4","318","409350.0","260,948"
"2022-08-01","A","R188-CONVERSION","1,484,755","13","380","114212.0","180,649"
"2022-08-01","A","R188-NEW","492,468","1","126","492468.0","191,755"
"2022-08-01","B","R46","3,804,080","76","746","50054.0","52,776"
"2022-08-01","A","R62","1,279,835","12","315","106653.0","148,251"
"2022-08-01","A","R62A","3,842,375","33","824","116436.0","166,544"
"2022-08-01","B","R68","2,039,022","18","425","113279.0","112,944"
"2022-08-01","B","R68A","847,064","4","200","211766.0","132,127"
"2022-07-01","A","R142","4,631,135","21","1,025","220530.0","243,293"
"2022-07-01","A","R142A","1,074,784","7","220","153541.0","156,099"
"2022-07-01","B","R143","913,836","9","212","101537.0","168,057"
"2022-07-01","B","R160","6,897,547","18","1,662","383197.0","284,496"
"2022-07-01","B","R179","1,484,811","4","318","371203.0","237,536"
"2022-07-01","A","R188-CONVERSION","1,452,240","5","380","290448.0","196,557"
"2022-07-01","A","R188-NEW","441,046","1","126","441046.0","199,217"
"2022-07-01","B","R46","3,649,406","85","746","42934.0","52,913"
"2022-07-01","A","R62","1,165,474","9","315","129497.0","152,044"
"2022-07-01","A","R62A","3,636,659","24","824","151527.0","170,097"
"2022-07-01","B","R68","1,833,825","14","425","130988.0","112,004"
"2022-07-01","B","R68A","851,127","4","200","212782.0","121,484"
"2022-06-01","A","R142","4,554,586","23","1,025","198025.0","244,898"
"2022-06-01","A","R142A","962,930","4","220","240733.0","150,452"
"2022-06-01","B","R143","972,242","9","212","108027.0","184,898"
"2022-06-01","B","R160","6,935,141","26","1,662","266736.0","275,649"
"2022-06-01","B","R179","1,463,546","4","318","365887.0","240,339"
"2022-06-01","A","R188-CONVERSION","1,396,005","2","380","698003.0","191,207"
"2022-06-01","A","R188-NEW","439,287","0","126",,"210,944"
"2022-06-01","B","R46","3,660,274","60","746","61005.0","53,284"
"2022-06-01","A","R62","1,257,060","10","315","125706.0","158,086"
"2022-06-01","A","R62A","3,708,505","16","824","231782.0","164,054"
"2022-06-01","B","R68","1,923,960","18","425","106887.0","112,306"
"2022-06-01","B","R68A","812,515","3","200","270838.0","114,247"
"2022-05-01","A","R142","4,558,411","18","1,025","253245.0","245,486"
"2022-05-01","A","R142A","981,845","7","220","140264.0","138,831"
"2022-05-01","B","R143","863,292","4","212","215823.0","201,340"
"2022-05-01","B","R160","7,022,223","27","1,662","260082.0","278,844"
"2022-05-01","B","R179","1,521,550","5","318","304310.0","245,541"
"2022-05-01","A","R188-CONVERSION","1,364,004","9","380","151556.0","184,133"
"2022-05-01","A","R188-NEW","462,814","2","126","231407.0","197,659"
"2022-05-01","B","R46","3,579,403","59","748","60668.0","52,783"
"2022-05-01","A","R62","1,252,339","5","315","250468.0","170,641"
"2022-05-01","A","R62A","3,750,579","24","824","156274.0","151,985"
"2022-05-01","B","R68","1,991,646","13","425","153204.0","116,672"
"2022-05-01","B","R68A","847,151","8","200","105894.0","108,669"
"2022-04-01","A","R142","4,536,923","18","1,025","252051.0","237,529"
"2022-04-01","A","R142A","1,009,935","4","220","252484.0","136,784"
"2022-04-01","B","R143","855,200","3","212","285067.0","199,938"
"2022-04-01","B","R160","7,087,601","27","1,662","262504.0","277,642"
"2022-04-01","B","R179","1,463,987","5","318","292797.0","244,226"
"2022-04-01","A","R188-CONVERSION","1,396,465","12","380","116372.0","181,499"
"2022-04-01","A","R188-NEW","404,936","2","126","202468.0","191,553"
"2022-04-01","B","R46","3,557,496","74","748","48074.0","53,077"
"2022-04-01","A","R62","1,189,250","10","315","118925.0","173,200"
"2022-04-01","A","R62A","3,597,110","11","824","327010.0","151,973"
"2022-04-01","B","R68","1,988,213","20","425","99411.0","112,496"
"2022-04-01","B","R68A","766,908","6","200","127818.0","112,994"
"2022-03-01","A","R142","4,969,317","22","1,025","225878.0","241,375"
"2022-03-01","A","R142A","1,049,555","7","220","149936.0","127,665"
"2022-03-01","B","R143","836,016","2","212","418008.0","193,690"
"2022-03-01","B","R160","7,493,312","28","1,662","267618.0","283,378"
"2022-03-01","B","R179","1,489,267","6","318","248211.0","230,649"
"2022-03-01","A","R188-CONVERSION","1,372,140","9","380","152460.0","201,106"
"2022-03-01","A","R188-NEW","383,873","3","126","127958.0","202,345"
"2022-03-01","B","R46","3,806,094","62","748","61389.0","55,098"
"2022-03-01","A","R62","1,316,550","8","315","164569.0","187,097"
"2022-03-01","A","R62A","3,900,937","26","824","150036.0","147,702"
"2022-03-01","B","R68","2,128,109","22","425","96732.0","114,459"
"2022-03-01","B","R68A","838,672","9","200","93186.0","104,464"
"2022-02-01","A","R142","4,305,741","22","1,025","195716.0","241,930"
"2022-02-01","A","R142A","867,155","6","220","144526.0","132,153"
"2022-02-01","B","R143","680,156","6","212","113359.0","179,938"
"2022-02-01","B","R160","6,142,379","21","1,662","292494.0","295,532"
"2022-02-01","B","R179","1,376,547","10","318","137655.0","220,156"
"2022-02-01","A","R188-CONVERSION","1,330,295","11","380","120936.0","206,401"
"2022-02-01","A","R188-NEW","397,904","2","126","198952.0","224,292"
"2022-02-01","B","R46","3,233,234","67","748","48257.0","55,423"
"2022-02-01","A","R62","1,157,025","11","315","105184.0","199,004"
"2022-02-01","A","R62A","3,359,801","18","824","186656.0","149,712"
"2022-02-01","B","R68","1,867,752","8","425","233469.0","112,336"
"2022-02-01","B","R68A","738,668","7","200","105524.0","101,895"
"2022-01-01","A","R142","4,818,638","21","1,025","229459.0","253,194"
"2022-01-01","A","R142A","931,835","9","220","103537.0","136,767"
"2022-01-01","B","R143","686,743","7","212","98106.0","187,837"
"2022-01-01","B","R160","6,610,151","25","1,662","264406.0","298,073"
"2022-01-01","B","R179","1,373,546","8","318","171693.0","204,392"
"2022-01-01","A","R188-CONVERSION","1,332,135","9","380","148015.0","208,818"
"2022-01-01","A","R188-NEW","410,235","5","126","82047.0","235,502"
"2022-01-01","B","R46","3,382,086","66","748","51244.0","55,895"
"2022-01-01","A","R62","1,039,930","6","315","173322.0","213,526"
"2022-01-01","A","R62A","3,426,205","20","824","171310.0","149,604"
"2022-01-01","B","R68","1,786,987","16","425","111687.0","107,355"
"2022-01-01","B","R68A","662,004","5","200","132401.0","97,458"
"2021-12-01","A","R142","4,572,824","13","1,025","351756.0","261,347"
"2021-12-01","A","R142A","954,235","3","220","318078.0","136,474"
"2021-12-01","B","R143","863,340","1","212","863340.0","211,174"
"2021-12-01","B","R160","6,909,159","21","1,662","329008.0","300,217"
"2021-12-01","B","R179","1,409,220","5","318","281844.0","187,811"
"2021-12-01","A","R188-CONVERSION","1,446,740","11","380","131522.0","224,983"
"2021-12-01","A","R188-NEW","389,386","6","126","64898.0","285,636"
"2021-12-01","B","R46","3,506,321","49","748","71558.0","56,273"
"2021-12-01","A","R62","1,138,225","8","315","142278.0","223,667"
"2021-12-01","A","R62A","3,553,514","22","824","161523.0","151,870"
"2021-12-01","B","R68","1,838,706","17","425","108159.0","106,524"
"2021-12-01","B","R68A","613,075","5","200","122615.0","99,454"
"2021-11-01","A","R142","4,541,527","18","1,025","252307.0","256,140"
"2021-11-01","A","R142A","873,060","6","220","145510.0","134,850"
"2021-11-01","B","R143","876,072","5","212","175214.0","197,811"
"2021-11-01","B","R160","7,055,771","25","1,662","282231.0","305,548"
"2021-11-01","B","R179","1,473,324","5","318","294665.0","168,040"
"2021-11-01","A","R188-CONVERSION","1,381,984","8","380","172748.0","241,197"
"2021-11-01","A","R188-NEW","337,480","2","126","168740.0","396,906"
"2021-11-01","B","R46","3,679,472","60","748","61325.0","55,820"
"2021-11-01","A","R62","1,291,975","7","315","184568.0","239,463"
"2021-11-01","A","R62A","3,666,412","27","824","135793.0","149,740"
"2021-11-01","B","R68","1,828,300","12","425","152358.0","109,998"
"2021-11-01","B","R68A","689,044","2","200","344522.0","91,799"
"2021-10-01","A","R142","4,565,273","14","1,025","326091.0","252,277"
"2021-10-01","A","R142A","903,120","10","220","90312.0","140,468"
"2021-10-01","B","R143","916,262","8","212","114533.0","202,338"
"2021-10-01","B","R160","7,322,854","28","1,662","261531.0","310,422"
"2021-10-01","B","R179","1,429,001","4","318","357250.0","157,542"
"2021-10-01","A","R188-CONVERSION","1,323,195","1","380","1323195.0","256,074"
"2021-10-01","A","R188-NEW","368,375","1","126","368375.0","437,388"
"2021-10-01","B","R46","3,599,252","74","748","48639.0","55,925"
"2021-10-01","A","R62","1,283,158","8","315","160395.0","246,949"
"2021-10-01","A","R62A","3,601,406","25","824","144056.0","152,293"
"2021-10-01","B","R68","1,804,734","21","425","85940.0","103,694"
"2021-10-01","B","R68A","645,900","2","200","322950.0","86,604"
"2021-09-01","A","R142","4,187,527","17","1,025","246325.0","245,694"
"2021-09-01","A","R142A","913,899","6","220","152317.0","146,878"
"2021-09-01","B","R143","863,184","2","212","431592.0","225,225"
"2021-09-01","B","R160","6,918,476","27","1,662","256240.0","310,685"
"2021-09-01","B","R179","1,361,307","7","318","194472.0","145,752"
"2021-09-01","A","R188-CONVERSION","1,339,725","2","380","669863.0","246,070"
"2021-09-01","A","R188-NEW","457,834","1","126","457834.0","413,961"
"2021-09-01","B","R46","3,291,344","78","748","42197.0","56,458"
"2021-09-01","A","R62","1,157,770","4","315","289443.0","260,855"
"2021-09-01","A","R62A","3,257,887","14","824","232706.0","154,343"
"2021-09-01","B","R68","1,783,474","23","425","77542.0","107,906"
"2021-09-01","B","R68A","672,539","13","200","51734.0","78,741"
"2021-08-01","A","R142","4,499,120","18","1,025","249951.0","253,437"
"2021-08-01","A","R142A","872,840","4","220","218210.0","152,988"
"2021-08-01","B","R143","925,144","5","212","185029.0","198,637"
"2021-08-01","B","R160","7,531,803","22","1,662","342355.0","314,082"
"2021-08-01","B","R179","1,494,026","10","318","149403.0","143,021"
"2021-08-01","A","R188-CONVERSION","1,375,848","5","380","275170.0","246,550"
"2021-08-01","A","R188-NEW","487,253","0","126",,"416,160"
"2021-08-01","B","R46","3,333,037","65","748","51277.0","58,533"
"2021-08-01","A","R62","1,195,405","9","315","132823.0","250,077"
"2021-08-01","A","R62A","3,405,438","25","824","136218.0","152,905"
"2021-08-01","B","R68","1,961,127","19","425","103217.0","110,845"
"2021-08-01","B","R68A","730,760","9","200","81196.0","77,120"
"2021-07-01","A","R142","4,502,405","19","1,025","236969.0","256,753"
"2021-07-01","A","R142A","963,465","9","220","107052.0","144,278"
"2021-07-01","B","R143","1,016,664","4","212","254166.0","182,280"
